Title,Category,Score
Germany-France Heavyweight Clash Set to Light Up Euro 2020,sports,0.6321045756340027
Tesla's Musk Says He Will Pay Over $11bn in Tax this Year,tech,0.30495864152908325
Kanye West Sneakers Fetch Record $1.8M at Private Sale,entertainment,0.3873634338378906
"AFCON 2021: Nigeria to Play Egypt, Holders Algeria Face Ivory Coast",sports,0.9519640803337097
Nigeria: Purported Endorsement of Consensus Chairman Divides APC Governors,politics,0.7265920639038086
Trump 'Planning to Declare Victory if it Looks Like He's Ahead' in Tuesday's Election,politics,0.5218770503997803
Nigeria's Super Falcons Land in America for Summer Series,sports,0.5936511158943176
The Milkmaid' is Nigeria's Official Submission for 2021 Oscars,health,0.5643635392189026
Only God Will Take Me Out of Brasilia': Defiant Bolsonaro Talks Tough,sports,0.24206504225730896
Olympic Village Confirms First Covid Case Days Before Tokyo Games,sports,0.8425893187522888
US Attorney General Barr Resigns,politics,0.24402329325675964
"Nigeria: Central Bank Chief, Comms Minister Settle Banks, MTN's Dispute over Commission",business,0.4916936755180359
"Nigeria: NDLEA, DSS Seal Off Abuja Hotel to 'Stop Launch of New Psychoactive Drink'",entertainment,0.3530440628528595
"Igbo Committed to Nigeria's Unity But Most Vulnerable in Terms of Insecurity, Ohanaeze Says",politics,0.32622212171554565
"In a Dramatic Shift, Former SGF Kingibe Says Nigeria's Unity Negotiable",politics,0.30581188201904297
Ford To Convert British Factory into Electric Vehicle Plant with $315m,tech,0.7285158634185791
Nigeria Orders Reactivation  of  Covid Isolation Centres Nationwide,tech,0.2778471112251282
Klopp Laments Penalty Chances after Shock Defeat at Southampton,sports,0.46638649702072144
"Peugeot Forecasts Nigeria to Import $7.5bn Worth of Used Vehicles, Motorcycles in 2021",tech,0.3946489095687866
"Running Mate: Tinubu Working on Options, Okowa, Wike Top PDP's List, Obi, Kwankwaso Still Consulting",tech,0.700576901435852
Former Republicans and Democrats Form New Third US Political Party,politics,0.9941319823265076
Amazon to Begin Drone Deliveries in California This Year,tech,0.6027911901473999
"Nigeria: Tension High, Don't Heat Polity Further, Ex-Sokoto Governor Bafawara Cautions Politicians",politics,0.8879415392875671
"Getting Covid-19 Vaccine is of Utmost Concern to Nigeria, Says VP Osinbajo",health,0.5494256019592285
"OPEC Mandates Nigeria to Cut Production by 939,000bpd in Three Months",tech,0.24982574582099915
Nigeria: Flour Mills Acquires Majority Stake in Honeywell Flour Mills For N80bn,business,0.3963508605957031
All Set for Zenith Bank's 7th Annual International Trade Seminar on Non-Oil Export,business,0.5193153619766235
Mauritius to Have Presence in Space as Satellite Set for Launch,tech,0.35607945919036865
DMX Posthumous Album Due for Release May 28,entertainment,0.5073965191841125
Nigeria: Court Restrains Buni from Parading Himself as APC Interim Chairman,politics,0.23680520057678223
"Okupe Withdraws as Peter Obi's Running Mate, Paves Way for Substantive VP Candidate",politics,0.3520568013191223
Twitter Stock Soars As Tesla CEO Elon Musk Reveals 9.2% Stake,tech,0.36592230200767517
Niger State Governor Tests Positive to COVID-19,tech,0.314042866230011
Nigeria: EFCC Arrests Ex-Imo Governor Okorocha,politics,0.2985140085220337
"Anthony Joshua v Tyson Fury Might Not Happen Until 2023, Steve Bunce Fears",entertainment,0.32948678731918335
UK Doctors Seek Review of 12-week Gap Between Vaccine Doses,health,0.8302040696144104
"Nigeria: My Meeting with Tinubu Not About Presidency, Governors' Chairman Fayemi Says",politics,0.4301031231880188
Covid-19: Court Orders Reopening of Popular Abuja Markets,entertainment,0.4174636900424957
"About 3,000 on Singapore Cruise Ship Confined to Cabins after Suspected Covid Case",tech,0.3083360195159912
Nigeria Reach Qatar 2022 Final Qualifiers after Draw with Cape Verde,sports,0.36372849345207214
"Single-Shot Johnson & Johnson Vaccine Safe, US Regulators Say",health,0.6521520018577576
GAGE Awards Announces Panel of Judges as Nominations Come to a Close,entertainment,0.3655429780483246
NNPC-Sahara JV Mulls Jetty Construction Across West Africa to Boost LPG Supply,tech,0.8854324221611023
Stanbic IBTC Reels out PMI number for Some African Economies,tech,0.2825213074684143
"Nigeria: Only God Can Take My Life, Says APC Leader Tinubu",health,0.8997842669487
Nigeria: APC May Annul Last Week's Ward Congresses,tech,0.3432307243347168
Oil Prices Head for $100 as Bonny Light Sells for $95,business,0.49412718415260315
"Nigeria: Federalism, LG Autonomy Top Demands at Constitution Review Hearings",politics,0.600879430770874
Barcelona Postpone Presidential Election Due to Covid-19,politics,0.2760932147502899
Tesla Starts Delivery of Shanghai-made Model Y SUVs in China,tech,0.37506103515625
Premier League: Wolves Rise to Sixth after Beating Leeds,sports,0.546527624130249
AngloGold Ashanti Appoints Ramos as New Chairwoman,politics,0.3090219497680664
"Nigeria: INEC Reacts to Election Guidelines Adjustment, Says It's Not Unilateral, Explains PDP is First Beneficiary",politics,0.34609901905059814
Imo State Says Attack on Governor Uzodinma's House Politically Motivated,politics,0.7373366951942444
Nigeria Gets $3.35bn in IMF's Historic $650bn SDR Allocation,tech,0.44853299856185913
"Nigeria: In Plot to Retake Power in 2023, PDP Shows Strong Cohesion at National Convention",politics,0.2824033200740814
Fitch Revises Nigeria's 2021 GDP Growth Forecast to 1.6% from 2.3%,business,0.29914018511772156
Militant Attack Kills at Least 40 in Niger,politics,0.5148609280586243
Major Outage at Amazon Disrupts Businesses across the US,business,0.5064818859100342
Super Eagles Come From Behind to Beat Sierra Leone 2-1 in AFCON Qualifier,sports,0.38890793919563293
Olivia Newton-John Dead at 73,health,0.28005048632621765
Brazil to Play Spain for Olympic Gold Medal in Men's Football,sports,0.9915346503257751
"Nigeria: FG Turned Down Governors' Request to Borrow N50bn from Central Bank, Finance Minister Ahmed Says",business,0.30661219358444214
Christian Association Demands Return of Nigeria to 'True Secular State',politics,0.42235109210014343
German Auto Giants Place Their Bets on Hydrogen Cars,entertainment,0.48428815603256226
The Weeknd to Headline NFL Super Bowl Halftime Show,sports,0.6378665566444397
Pfizer Slashed Its Original Covid-19 Vaccine Rollout Target After Supply Chain Obstacles,tech,0.43574807047843933
OPEC: Nigeria's Production Underperformance Hit 2.4m Barrels in December,tech,0.9319208860397339
Djokovic Battles into French Open Semi Final,sports,0.37513667345046997
Funke Akindele Bello's 'Omo Ghetto' Makes History as Highest Grossing Nollywood Film,entertainment,0.4083118438720703
PDP Lawmaker Urges Delta Governor Okowa to Run for President in 2023,politics,0.4167657196521759
IMF Urges Wealthy Nations to Direct $650bn SDR Share to Those Worst Hit By Covid,business,0.2777312099933624
Car Crash: Tiger Woods 'in Good Spirits' after Latest Treatment,health,0.8882494568824768
PDP Condemns Bandits' Attack on UniAbuja 'Under Buhari's Security Precincts',politics,0.487281858921051
CNN Suspends Chris Cuomo for Helping Brother and Ex-New York Governor Andrew Cuomo in Scandal,politics,0.5368778109550476
"Under Pressure, Apple Allows Self-repairs to iPhones, Macs",tech,0.42907243967056274
"Trump, House Lawmakers Plot Effort to Block Biden Win",politics,0.5842825770378113
Access Bank Secures US-DFC $280m Financing for On-Lending to SMEs,tech,0.4217687249183655
Mali Coup Leader Goita Sworn in as President,politics,0.7104831337928772
"Mbappe's Best Position Is Next to Neymar, Says PSG boss Tuchel",tech,0.4693548381328583
Japan Billionaire Seeks Artists for Voyage Around the Moon,entertainment,0.7899017930030823
PDP to Submit Names of Three VP Nominees to Atiku,politics,0.31499165296554565
"Obaseki Visits Buhari, Says He Has no Plans of Being a Godfather in Edo",politics,0.2011413425207138
"TV Series on Maradona out Friday, Promises New details, and Controversy",entertainment,0.6858049631118774
"Peng Shuai Emerges at Olympics, Gives Controlled Interview",sports,0.2947363555431366
Pelosi Says lndependent Commission to Investigate Capitol Riots,politics,0.5407794117927551
Nigeria Spends $300m on Johnson & Johnson Vaccines,tech,0.3158653676509857
WHO-led Team to Investigate Covid-19 Origins in China,politics,0.23664236068725586
"India Promises Nigeria 100,000 Doses of Covid Vaccines",health,0.5448785424232483
Nigeria: House Queries $49m Contract to Undertake Integrity Test for Refineries,tech,0.25330641865730286
US: Potential Supreme Court Move to Overturn Abortion Rights Sends Protesters onto Streets,politics,0.8020519614219666
Palestinian Negotiator Saeb Erekat Dies After Contracting Covid-19,politics,0.32765841484069824
Twitter-Musk Deal lncludes $1 billion Termination Fee,politics,0.2566930055618286
UFC 261:Masvidal Seeks Revenge Against Welterweight Champion Kamaru Usman,sports,0.6224251985549927
OPEC Fails to Agree on January Crude Oil Output,business,0.29230520129203796
GTBank Gets Nigeria's Central Bank 'Approval in Principle' to Become Holding Company,business,0.38661086559295654
FIFA Clears Nigeria Football Boss Pinnick to Compete for Seat in Council,sports,0.8914926052093506
Nigeria's Paystack Expands To South Africa While America's Paypal Announces A New Wallet,business,0.3503740131855011
"China Bans Financial, Payment Institutions from Cryptocurrency Business",business,0.5691845417022705
Amazon to Begin Drone Deliveries in California This Year,tech,0.6027911901473999
Twitter Stock Soars As Tesla CEO Elon Musk Reveals 9.2% Stake,tech,0.36592230200767517
No Title Defence for Djokovic as World No 1 Deported from Australia,sports,0.2440267950296402
Bank of England Tipped for Biggest Interest Rate Hike in 27 Years as Inflation Soars,business,0.345115602016449
Nigeria's South-South Governors Demand Increase in Oil Revenue Payments from 2.5% to 10%,business,0.2783487141132355
"NNPC, Sahara's Two New Vessels Push Companies' JV Investments to Over $300m",tech,0.5638687610626221
"Buhari Seeks Senate Approval for $4.179bn, €710m External Loans",tech,0.317740261554718
Lionel Messi Agrees to Join PSG on Two-year Deal,tech,0.27819254994392395
Torres Nets Hat-trick to Help Champions Man City Beat Newcastle 4-3,tech,0.370775043964386
Shrinking Flight Services Worry Nigerian Travellers After Aero and Dana's Exit,business,0.2845247983932495
Saudi Arabia Hands Over 23 Ventilators to Nigeria,tech,0.24106469750404358
Ibrahimovic Winner Extends Milan's 24-match Unbeaten Run,sports,0.2878403961658478
Billionaire Adventurer Richard Branson Reaches Space in His Own Ship,business,0.3428950607776642
Zidane Tasks Real Madrid to Play Inter Like Champions League Final,sports,0.7005835771560669
"Coronavirus Outbreaks Make It 'Morally Wrong' to Continue Playing, Says Newcastle Boss Bruce",politics,0.26310378313064575
Oil Prices Bullish as 2022 Market Outlook Remains Positive,business,0.6564893126487732
Zambia Seals Debt-Funded Deal to Acquire Glencore's Mopani Mine,tech,0.21636684238910675
Tiwa Savage's 'Celia' Makes Time Magazine's Best Albums of 2020 List,entertainment,0.4242587387561798
BA Suspends Sales of Short-Haul Tickets from Heathrow,business,0.269607275724411
"Newly-elected US Lawmaker, 41, Dies from Covid",politics,0.3302237391471863
Ola Aina on Target as Fulham Claim First Victory of the Season,entertainment,0.2753353714942932
"Biden Picks Diverse, Obama-era Officials for Top Jobs, John Kerry Named Climate Envoy",politics,0.38634583353996277
"WHO Says Nigeria Pre-qualified for Covid-19 Vaccines, Not Disqualified",health,0.3741670548915863
India Delivers Covid-19 Jabs for 'World's Biggest Vaccination Drive',tech,0.5277326703071594
West Ham 1-3 Liverpool: Classy Reds End Hammers Perfect Start to 2021,sports,0.5032333731651306
Nigeria Court Orders FG to Pay Bayelsa State $951 Million Derivative Arrears,business,0.22988688945770264
Nigeria's National Sports Festival Postponed Indefinitely,sports,0.7694352865219116
"Nigeria's Actual Daily Oil Production Unknown, NEITI Insists",business,0.2671573758125305
Naomi Osaka Cries at Cincinnati Masters Press Conference,sports,0.21672560274600983
Russia-Ukraine War: Nigeria Looks to Canada for Emergency Potash Supply,politics,0.3321288526058197
"Nigeria: Unending Crisis May Tear PDP Apart, Former Kano Governor Kwankwaso Says",politics,0.49961549043655396
Hyundai to Make Flying Cars Available by 2028,tech,0.5474757552146912
Bidder Pays $28m for Space Trip with Amazon's Bezos,tech,0.24015001952648163
Nigeria: How Trinity Spirit's Owners Accumulated Over $200m Debts Before Vehicle Exploded,business,0.33662429451942444
"Nigeria Lost $178bn to Tax Evasion by Multinationals in 10 Years, Inland Revenue Boss Says",business,0.30269870162010193
"Atiku: After Seven Years of APC's Incompetence, Nigeria Needs Unifier",tech,0.2771104574203491
Alphabet Beats Expectations on Google Ad Spike,tech,0.49583783745765686
Wizkid Releases 'Smile' Video Featuring H.E.R,entertainment,0.5754954814910889
Pelosi Calls for China Winter Olympics Boycott,sports,0.9724845290184021
"OPEC Fails to Agree on February Oil Production Output, Meeting Continues Tuesday",business,0.37652450799942017
Musk Says Twitter Takeover Deal 'Temporarily on Hold' Over Report About Fake Accounts,politics,0.4083300232887268
"EU Signs Gas Deal with Israel, Egypt in Bid to Ditch Russia",business,0.3911496698856354
Euro 2020: Thorgan Hazard Fires Belgium Past Portugal and Into Quarterfinals,tech,0.5610122084617615
Messi Nets Double as Barcelona Beat Huesca in Record-setting Night,tech,0.55008465051651
Australian Open: Peng Shuai T-Shirt Ban Reversed after Outcry,sports,0.27420586347579956
"NNPC May Float Initial Public Offering in 2024, GMD Kyari Reveals",tech,0.24275942146778107
"Ondo Governor Akeredolu, Others Sign Peace Deal Ahead of Election",politics,0.4342350363731384
2022: Nigerian Women in Tech Break New Grounds,tech,0.7792677283287048
Australia Urges Calm Over AstraZeneca's Covid Vaccine After South Africa Suspends Use,tech,0.4511834979057312
"Burnley Shock Liverpool, End 68-game Unbeaten Run at Anfield",sports,0.23654958605766296
Actor Jamie Foxx Says 'Heart Is Shattered' after Death of Sister,entertainment,0.4665524661540985
Nigeria: All APC Senators Vote Against Electronic Transmission of Results (The Full List),politics,0.37222665548324585
EU Ban on Russian Coal Imports Kicks in Thursday,business,0.27455028891563416
"Covid-19 Triggered Rapid Investment in Nigeria's Health Security, Disease Control Boss Says",business,0.30768099427223206
Nigerian Army General Dies of COVID-19 While Attending Chief of Army Staff Conference,health,0.18841931223869324
"Nigeria, China Sign Culture and Tourism Statute",entertainment,0.8521928787231445
Super League: Fifa President Infantino Warns Clubs Must 'Live With the Consequences' of Choice,sports,0.9922484755516052
Dutch Football Quincy Promes Star Charged with Attempted Manslaughter,sports,0.9724171757698059
Nigerian Military Launches New Operation to Curb Record Levels of Crude Oil Theft in Niger Delta,politics,0.2878485918045044
ANAP Foundation Raises the Alarm over 2nd Wave of Covid in Nigeria,entertainment,0.2787216603755951
US Congress Passes Law to Kick Chinese Companies Off NYSE  If They Don't Comply with Audit Rules,business,0.8603754043579102
Fifa Bans Chad Indefinitely From Global Football,sports,0.9530081152915955
China's Shanghai Launches Two-Phase Lockdown as Covid Surges,tech,0.27134063839912415
Guinea Confirms West Africa's First Highly Infectious Marburg Virus Case,health,0.36358216404914856
English FA Begins Probe into Premier League Clubs Involved in European Super League,sports,0.4002198278903961
Japan to Lift All Coronavirus Emergency Steps Nationwide,health,0.5984671115875244
"Tinubu, Not APC Govenors, Has Final Say On Running Mate, Says Imo Governor Uzodinma",politics,0.6781024932861328
Miscarriage Rates '43% Higher' in Black Women,health,0.5215774774551392
Trump Names Two New Lawyers to Impeachment Defense Team,politics,0.39739325642585754
Fauci Warns of Surge in US Covid Cases Post Thanksgiving,entertainment,0.28307044506073
"Nigeria's Stock Market Loses $297m on Wednesday, Losses Caused by #EndSARS Protests Estimated at $1.8bn",business,0.25790879130363464
Twitter on the Continent': Tech Giant Sets Up African HQ in Ghana,tech,0.9634236097335815
Over 15m Passengers Passed Through Nigeria's Airports in 2021,entertainment,0.19746887683868408
"15% Levy on Imported Used Vehicles Illegal, Nigeria's Clearing Agents Tell Buhari",politics,0.2592447102069855
Wizkid's 'Essence' Featuring Tems Named Best Song of 2021 By Rolling Stone,tech,0.6965849995613098
"Buhari Still Consulting on Electoral Bill, Aide Says",politics,0.781531810760498
"Lawan, Umahi, Akpabio Lose Out as INEC Omits Their Names from List of Candidates for 2023 Elections",politics,0.33238762617111206
Nigeria: SEC Issues New Guidelines on Digital Assets,tech,0.5573215484619141
"Pat Utomi: EFCC Should Investigate Aspirants, Businesses over N100m Nomination Form",business,0.6171441078186035
"Facebook, YouTube Accused of Complicity in Vietnam Rights Abuses",politics,0.3356030583381653
Australian Open: Nadal Comeback Win Over Medvedev Secures Record 21st Grand Slam,sports,0.21739602088928223
"Lagos Governor Sanwo-Olu Hosts Ikorodu Bois, Praises Their Creativity",tech,0.26009485125541687
Global Finance Awards: Zenith Sustains Position as Nigeria's Best Bank for Three Consecutive Years,business,0.455917090177536
"Pfizer Says Vaccine Effective After 6 Months, Protects Against SA Variant",health,0.7712293863296509
"Nigeria: Adamu Emerges Chairman, Omisore Secretary as APC Affirms Unity List",politics,0.3758481442928314
"Norway's Haaland, Odegaard Take Part in Qatar World Cup Protest",sports,0.4634369909763336
Twitter-Musk Deal lncludes $1 billion Termination Fee,politics,0.2566930055618286
Philippine Leader Duterte Announces Retirement from Politics,politics,0.775263786315918
US Spy Agencies Say Origins of Covid-19 May Never be Known,politics,0.3083232343196869
Japan Agency Affirms AfDB Highest Rating With Stable Outlook,tech,0.4231303334236145
Eibar Hold Barcelona Without Injured Messi,health,0.29007449746131897
Tokyo 2020: IOC Committed to 'Safe and Successful' Games,sports,0.9639806747436523
"Man Utd's Cavani, Rashford, Fernandes Available to Play against Leipzig",tech,0.8943570256233215
TikTok's Revenue In Europe Grew By  $170m in 2020 Due to Advertisers' Spending,tech,0.4460937976837158
OJ Simpson a 'Completely Free Man' after Parole Ends in Nevada,health,0.3009509742259979
EbonyLife Studios Partners with Will and Jada Pinkett Smith's Westbrook Studios for Content Production,entertainment,0.5408374071121216
NNPC Records $1.2bn Shortfall in Priority Projects Funding,tech,0.3879057466983795
"UEFA Snubs Messi, Ronaldo for Player of the Year",sports,0.9396369457244873
Oil Hits Highest Since 2014 on Russia-Ukraine Escalation,business,0.4018896222114563
"South African Variant Can 'Break Through' Pfizer Vaccine, Israeli Study Says",health,0.46334728598594666
"Nigeria: Attorney General Malami, Labour Minister Ngige Deny Tendering Resignation Letters",politics,0.39509448409080505
